Started At,Duration,Preset,Activity
02/15/2022 09:15:27,1:1:1,,Meditation
02/14/2022 23:58:07,1:1:1,,Meditation
02/13/2022 08:26:25,1:1:1,,Meditation
02/12/2022 07:33:45,0:44:12,,Meditation
02/11/2022 05:46:46,1:1:1,,Meditation
02/10/2022 09:52:26,1:1:1,,Meditation
02/09/2022 01:32:19,1:1:1,,Meditation
02/08/2022 05:04:11,1:1:1,,Meditation
02/07/2022 08:21:05,1:1:1,,Meditation
02/06/2022 23:59:01,0:17:42,,Meditation
02/05/2022 18:05:55,0:40:1,,Meditation
02/04/2022 07:18:04,0:32:8,,Meditation
02/03/2022 08:49:05,0:42:33,,Meditation
02/02/2022 09:19:38,0:21:29,,Meditation
02/01/2022 21:45:00,0:40:1,,Meditation
01/31/2022 23:55:09,0:28:13,,Meditation
01/30/2022 10:29:47,0:40:1,,Meditation
01/29/2022 08:03:44,0:40:1,,Meditation
01/27/2022 23:59:08,0:8:43,,Meditation
01/26/2022 07:13:19,0:40:1,,Meditation
01/25/2022 07:05:30,0:40:1,,Meditation
01/24/2022 05:58:19,0:40:1,,Meditation
01/23/2022 10:06:40,0:40:1,,Meditation
01/22/2022 19:49:33,0:40:1,,Meditation
01/21/2022 09:19:57,0:40:40,,Meditation
01/20/2022 06:36:03,0:24:43,,Meditation
01/20/2022 01:45:10,0:12:48,,Meditation
01/19/2022 08:15:25,0:40:1,,Meditation
01/18/2022 07:00:40,0:41:2,,Meditation
01/17/2022 08:00:44,0:40:1,,Meditation
01/16/2022 08:07:38,0:36:41,,Meditation
01/15/2022 23:33:25,0:35:1,,Meditation
01/14/2022 07:44:53,0:35:1,,Meditation
01/13/2022 06:52:47,0:32:36,,Meditation
01/12/2022 07:59:23,0:30:1,,Meditation
01/11/2022 06:59:14,0:28:27,,Meditation
01/10/2022 07:04:54,0:34:28,,Meditation
01/09/2022 10:51:43,0:25:36,,Meditation
01/08/2022 09:25:06,0:17:14,,Meditation
01/07/2022 05:57:17,0:20:1,,Meditation
01/06/2022 08:44:06,0:20:1,,Meditation
01/05/2022 10:49:02,0:18:0,,Meditation
01/05/2022 10:40:31,0:20:1,,Meditation
01/04/2022 10:42:03,0:16:29,,Meditation
01/03/2022 06:15:06,0:19:40,,Meditation
01/02/2022 09:56:07,0:16:18,,Meditation
01/01/2022 14:28:17,0:15:1,,Meditation
12/31/2021 05:49:15,0:15:1,,Meditation
12/30/2021 22:00:58,0:9:40,,Meditation
12/30/2021 22:00:51,0:15:1,,Meditation
12/29/2021 17:01:30,0:12:5,,Meditation
12/29/2021 17:01:20,0:15:1,,Meditation
12/28/2021 10:15:17,0:17:19,,Meditation
12/27/2021 12:12:15,0:11:1,,Meditation
12/26/2021 10:37:04,0:15:40,,Meditation
12/25/2021 11:55:33,0:7:1,,Meditation
12/24/2021 20:56:28,0:8:38,,Meditation
12/23/2021 11:08:18,0:15:55,,Meditation
12/19/2021 10:02:10,0:18:28,,Meditation
12/17/2021 17:06:13,0:5:58,,Meditation
12/16/2021 10:31:43,0:15:1,,Meditation
12/15/2021 07:58:02,0:11:39,,Meditation
12/15/2021 00:38:25,0:10:6,,Meditation
12/15/2021 00:38:14,0:7:1,,Meditation
12/14/2021 10:23:30,0:7:1,,Meditation
12/13/2021 06:57:42,0:16:39,,Meditation
12/12/2021 22:42:03,0:13:16,,Meditation
10/20/2021 10:23:30,0:31:45,,Meditation
10/19/2021 06:53:28,0:27:58,,Meditation
10/18/2021 09:32:36,0:24:35,,Meditation
10/17/2021 02:09:40,0:15:54,,Meditation
10/13/2021 23:58:27,0:3:19,,Meditation
10/12/2021 23:59:20,0:1:12,,Meditation
10/11/2021 10:23:46,0:4:19,,Meditation
10/10/2021 22:38:53,0:16:14,,Meditation
10/09/2021 23:50:08,0:2:59,,Meditation
10/08/2021 08:33:17,0:21:6,,Meditation
10/07/2021 14:21:45,0:13:24,,Meditation
10/06/2021 00:26:21,0:18:36,,Meditation
10/05/2021 10:24:11,0:16:35,,Meditation
10/04/2021 12:27:28,0:13:48,,Meditation
10/03/2021 10:00:59,0:14:18,,Meditation
10/02/2021 14:31:36,0:20:13,,Meditation
10/01/2021 10:20:15,0:17:33,,Meditation
09/25/2021 09:57:58,0:7:5,,Meditation
09/24/2021 23:56:23,0:1:0,,Meditation
09/23/2021 23:56:14,0:4:41,,Meditation
09/22/2021 08:06:15,0:50:3,,Meditation
09/21/2021 23:59:03,0:28:20,,Meditation
09/21/2021 21:49:25,0:19:25,,Meditation
09/20/2021 22:22:38,0:51:24,,Meditation
09/20/2021 20:43:11,0:17:23,,Meditation
09/19/2021 23:44:12,0:55:1,,Meditation
09/18/2021 13:48:37,0:6:59,,Meditation
09/17/2021 22:18:44,0:41:54,,Meditation
09/16/2021 23:59:18,0:18:52,,Meditation
09/16/2021 01:48:41,0:21:17,,Meditation
09/15/2021 13:36:15,0:13:49,,Meditation
09/14/2021 04:41:40,0:16:21,,Meditation
09/13/2021 05:57:25,0:56:6,,Meditation
09/12/2021 23:32:21,0:21:15,,Meditation
09/12/2021 10:16:14,0:52:34,,Meditation
09/11/2021 08:35:18,0:52:57,,Meditation
09/10/2021 07:59:06,0:52:40,,Meditation
09/09/2021 13:53:10,0:35:1,,Meditation
09/08/2021 06:01:36,0:52:58,,Meditation
09/07/2021 11:25:03,0:54:48,,Meditation
09/06/2021 10:21:22,0:52:0,,Meditation
09/05/2021 08:11:26,0:49:55,,Meditation
09/04/2021 08:53:43,0:16:18,,Meditation
09/03/2021 09:42:46,0:53:24,,Meditation
09/02/2021 06:17:37,0:54:16,,Meditation
09/01/2021 10:23:22,0:53:54,,Meditation
08/31/2021 07:44:56,0:51:0,,Meditation
08/30/2021 09:18:08,0:53:33,,Meditation
08/29/2021 10:09:04,1:0:6,,Meditation
08/29/2021 01:50:25,0:20:24,,Meditation
08/28/2021 08:42:05,0:45:16,,Meditation
08/27/2021 05:50:20,0:36:44,,Meditation
08/26/2021 10:16:19,0:52:29,,Meditation
08/25/2021 07:48:44,0:51:0,,Meditation
08/24/2021 08:52:04,0:54:52,,Meditation
08/23/2021 23:50:07,0:20:51,,Meditation
08/23/2021 08:10:04,0:25:45,,Meditation
08/22/2021 09:00:32,0:52:30,,Meditation
08/21/2021 08:50:05,0:53:41,,Meditation
08/20/2021 07:06:20,0:53:23,,Meditation
08/19/2021 22:55:15,0:21:57,,Meditation
08/19/2021 20:05:10,0:11:20,,Meditation
08/19/2021 02:19:14,0:16:22,,Meditation
08/18/2021 08:09:31,0:51:28,,Meditation
08/17/2021 07:20:33,0:51:27,,Meditation
08/16/2021 09:45:39,0:53:44,,Meditation
08/15/2021 06:35:17,0:51:54,,Meditation
08/14/2021 08:38:32,0:53:6,,Meditation
08/13/2021 06:07:25,0:54:5,,Meditation
08/12/2021 09:07:15,0:51:12,,Meditation
08/12/2021 04:35:03,0:15:0,,Meditation
08/11/2021 08:55:02,0:50:31,,Meditation
08/10/2021 23:55:31,0:50:36,,Meditation
08/09/2021 11:02:29,0:41:37,,Meditation
08/08/2021 23:59:39,0:34:30,,Meditation
08/08/2021 20:40:07,0:10:13,,Meditation
08/07/2021 05:52:11,0:53:31,,Meditation
08/06/2021 04:04:01,0:51:41,,Meditation
08/05/2021 06:36:31,0:50:56,,Meditation
08/04/2021 03:17:43,0:40:36,,Meditation
08/03/2021 05:20:35,0:48:10,,Meditation
08/02/2021 23:01:11,0:50:0,,Meditation
08/02/2021 16:31:45,0:25:8,,Meditation
08/01/2021 00:40:40,0:46:22,,Meditation
07/31/2021 05:29:48,0:47:50,,Meditation
07/30/2021 23:59:31,0:25:50,,Meditation
07/30/2021 01:44:31,0:46:54,,Meditation
07/29/2021 21:46:06,0:19:35,,Meditation
07/28/2021 23:59:18,0:38:41,,Meditation
07/27/2021 14:20:35,0:48:37,,Meditation
07/26/2021 06:54:03,0:47:19,,Meditation
07/25/2021 08:37:18,0:35:6,,Meditation
07/24/2021 22:08:52,0:47:14,,Meditation
07/23/2021 23:59:10,0:12:55,,Meditation
07/23/2021 12:43:53,0:2:17,,Meditation
07/22/2021 09:15:42,0:46:16,,Meditation
07/21/2021 10:04:38,0:37:52,,Meditation
07/20/2021 08:58:29,0:43:22,,Meditation
07/19/2021 23:59:48,0:14:32,,Meditation
07/19/2021 06:41:13,0:13:44,,Meditation
07/18/2021 23:59:44,0:15:3,,Meditation
07/17/2021 18:36:20,0:13:28,,Meditation
07/16/2021 11:01:42,0:29:36,,Meditation
07/15/2021 09:54:23,0:47:23,,Meditation
07/14/2021 09:40:06,0:46:0,,Meditation
07/13/2021 09:33:18,0:30:1,,Meditation
07/12/2021 22:18:47,0:40:54,,Meditation
07/11/2021 06:19:59,0:6:46,,Meditation
07/10/2021 22:34:34,0:45:20,,Meditation
07/10/2021 06:06:02,0:9:4,,Meditation
07/09/2021 04:16:29,0:15:13,,Meditation
07/08/2021 12:05:49,0:16:50,,Meditation
07/07/2021 03:30:56,0:49:24,,Meditation
07/06/2021 09:19:09,0:45:38,,Meditation
07/05/2021 22:59:49,0:45:40,,Meditation
07/04/2021 12:44:35,0:39:17,,Meditation
07/03/2021 12:42:37,0:27:57,,Meditation
07/02/2021 22:37:27,0:42:27,,Meditation
07/01/2021 23:55:04,0:1:5,,Meditation
06/30/2021 07:12:46,0:39:29,,Meditation
06/29/2021 07:46:13,0:39:7,,Meditation
06/28/2021 14:38:31,0:26:1,,Meditation
06/27/2021 08:21:29,0:24:12,,Meditation
06/26/2021 10:43:03,0:35:46,,Meditation
06/25/2021 08:19:45,0:35:54,,Meditation
06/24/2021 10:24:49,0:17:26,,Meditation
06/23/2021 09:04:37,0:26:36,,Meditation
06/22/2021 23:01:58,0:6:47,,Meditation
06/21/2021 08:43:11,0:36:14,,Meditation
06/20/2021 22:22:35,0:31:6,,Meditation
06/19/2021 09:27:29,0:42:4,,Meditation
06/18/2021 07:04:49,0:22:19,,Meditation
06/17/2021 07:41:59,0:14:26,,Meditation
06/16/2021 07:08:42,0:13:35,,Meditation
06/15/2021 05:50:32,0:19:27,,Meditation
06/14/2021 12:49:22,0:28:12,,Meditation
06/12/2021 11:34:26,0:21:26,,Meditation
06/08/2021 12:04:34,0:26:33,,Meditation
04/21/2021 23:58:18,0:24:21,,Meditation
04/20/2021 08:11:42,0:29:24,,Meditation
04/19/2021 07:46:30,0:23:59,,Meditation
04/18/2021 23:52:10,0:13:21,,Meditation
04/17/2021 11:13:40,0:14:57,,Meditation
04/16/2021 16:06:57,0:5:20,,Meditation
04/15/2021 13:39:34,0:17:41,,Meditation
04/14/2021 23:48:52,0:3:42,,Meditation
04/13/2021 09:10:49,0:21:8,,Meditation
04/12/2021 23:34:00,0:15:12,,Meditation
04/11/2021 13:14:06,0:11:9,,Meditation
04/10/2021 10:19:27,0:17:29,,Meditation
04/09/2021 09:32:55,0:15:13,,Meditation
04/08/2021 13:56:36,0:18:16,,Meditation
04/07/2021 16:23:52,0:12:46,,Meditation
04/06/2021 21:58:34,0:53:1,,Meditation
04/06/2021 21:34:23,0:12:39,,Meditation
04/05/2021 09:19:37,0:23:36,,Meditation
04/04/2021 10:11:31,0:37:47,,Meditation
04/03/2021 07:22:42,0:37:3,,Meditation
04/02/2021 07:42:26,0:33:51,,Meditation
04/01/2021 23:58:48,0:3:38,,Meditation
03/31/2021 02:42:07,0:17:48,,Meditation
03/30/2021 02:58:13,0:14:45,,Meditation
03/29/2021 06:36:29,1:5:7,,Meditation
03/28/2021 23:07:38,0:18:23,,Meditation
03/27/2021 10:32:20,0:26:41,,Meditation
03/26/2021 07:11:40,0:23:2,,Meditation
03/25/2021 23:57:57,0:13:55,,Meditation
03/24/2021 14:41:44,0:9:57,,Meditation
03/23/2021 23:59:03,0:56:57,,Meditation
03/22/2021 05:45:34,0:29:33,,Meditation
03/21/2021 13:33:22,0:30:36,,Meditation
03/20/2021 16:43:57,0:0:10,,Meditation
03/19/2021 11:00:01,0:43:52,,Meditation
03/18/2021 11:09:53,0:55:25,,Meditation
03/17/2021 23:14:51,0:29:27,,Meditation
03/16/2021 11:21:26,0:41:16,,Meditation
03/15/2021 23:56:19,0:35:2,,Meditation
03/14/2021 11:50:50,0:48:39,,Meditation
03/13/2021 12:44:29,0:28:28,,Meditation
03/12/2021 10:01:52,0:24:27,,Meditation
03/11/2021 07:50:31,0:52:47,,Meditation
03/10/2021 10:55:33,1:15:43,,Meditation
03/09/2021 06:36:39,1:0:2,,Meditation
03/08/2021 09:07:22,1:10:32,,Meditation
03/07/2021 23:01:47,1:12:15,,Meditation
03/07/2021 16:50:03,0:22:46,,Meditation
03/06/2021 11:28:03,1:11:9,,Meditation
03/05/2021 16:21:53,1:15:1,,Meditation
03/05/2021 10:36:46,0:39:50,,Meditation
03/04/2021 07:16:38,0:41:38,,Meditation
03/03/2021 10:19:26,1:10:30,,Meditation
03/02/2021 10:09:57,1:3:6,,Meditation
03/01/2021 07:40:29,1:10:56,,Meditation
02/28/2021 10:18:12,1:9:38,,Meditation
02/27/2021 09:54:38,1:11:56,,Meditation
02/26/2021 17:22:50,1:10:45,,Meditation
02/25/2021 06:56:43,1:10:43,,Meditation
02/24/2021 08:43:04,1:10:54,,Meditation
02/23/2021 08:38:23,0:52:50,,Meditation
02/22/2021 17:57:43,1:10:59,,Meditation
02/21/2021 08:25:06,1:2:43,,Meditation
02/20/2021 08:19:45,1:3:25,,Meditation
02/19/2021 06:52:07,1:8:33,,Meditation
02/18/2021 09:20:28,0:42:3,,Meditation
02/17/2021 06:05:14,1:6:24,,Meditation
02/16/2021 08:07:26,1:1:1,,Meditation
02/15/2021 11:39:55,1:2:10,,Meditation
02/14/2021 10:38:01,0:41:3,,Meditation
02/13/2021 23:09:50,0:33:22,,Meditation
02/12/2021 18:17:24,0:12:47,,Meditation
02/11/2021 23:51:38,0:34:7,,Meditation
02/10/2021 08:57:15,0:57:36,,Meditation
02/09/2021 08:17:10,1:0:11,,Meditation
02/08/2021 10:21:35,1:8:3,,Meditation
02/07/2021 11:24:49,0:35:21,,Meditation
02/06/2021 15:10:37,1:10:25,,Meditation
02/06/2021 13:14:31,0:46:8,,Meditation
02/05/2021 01:16:09,0:35:31,,Meditation
02/04/2021 10:18:03,1:3:2,,Meditation
02/03/2021 08:12:02,1:11:0,,Meditation
02/02/2021 00:26:34,1:1:48,,Meditation
02/01/2021 00:19:46,1:14:0,,Meditation
01/31/2021 10:31:51,1:10:13,,Meditation
01/30/2021 10:18:35,0:47:53,,Meditation
01/29/2021 22:27:45,1:14:0,,Meditation
01/28/2021 16:09:07,1:0:30,,Meditation
01/28/2021 16:08:49,1:14:0,,Meditation
01/27/2021 12:20:30,1:4:1,,Meditation
01/26/2021 10:38:38,1:14:0,,Meditation
01/25/2021 08:38:11,1:0:42,,Meditation
01/24/2021 12:56:13,1:5:54,,Meditation
01/23/2021 23:29:06,0:31:21,,Meditation
01/22/2021 09:46:00,1:2:5,,Meditation
01/21/2021 08:56:22,1:1:3,,Meditation
01/20/2021 08:01:09,1:10:40,,Meditation
01/19/2021 04:33:04,1:11:49,,Meditation
01/18/2021 10:18:47,1:7:0,,Meditation
01/17/2021 06:49:30,1:11:15,,Meditation
01/16/2021 10:06:17,1:9:44,,Meditation
01/15/2021 08:41:32,0:59:32,,Meditation
01/14/2021 01:24:40,0:54:55,,Meditation
01/13/2021 17:55:21,1:16:16,,Meditation
01/13/2021 11:32:36,0:37:55,,Meditation
01/12/2021 10:55:16,1:3:43,,Meditation
01/11/2021 10:38:04,1:10:1,,Meditation
01/10/2021 01:18:52,0:41:18,,Meditation
01/09/2021 09:29:21,1:30:0,,Meditation
01/08/2021 16:37:27,1:4:6,,Meditation
01/07/2021 09:43:09,1:3:13,,Meditation
01/06/2021 08:28:32,1:10:48,,Meditation
01/05/2021 11:32:05,1:4:17,,Meditation
01/04/2021 06:12:41,1:10:31,,Meditation
01/03/2021 08:19:59,1:12:53,,Meditation
01/02/2021 08:15:04,1:4:23,,Meditation
01/01/2021 11:53:44,1:3:13,,Meditation
12/31/2020 08:44:48,1:20:17,,Meditation
12/30/2020 07:48:11,1:1:15,,Meditation
12/29/2020 22:33:18,0:47:46,,Meditation
12/29/2020 08:46:56,0:25:11,,Meditation
12/28/2020 10:09:02,1:10:52,,Meditation
12/27/2020 21:21:46,1:14:6,,Meditation
12/27/2020 09:59:47,0:37:20,,Meditation
12/26/2020 12:45:44,1:9:20,,Meditation
12/25/2020 07:29:25,1:8:17,,Meditation
12/24/2020 08:27:39,1:5:31,,Meditation
12/23/2020 13:33:45,0:38:15,,Meditation
12/22/2020 08:24:24,1:3:40,,Meditation
12/21/2020 07:48:55,1:7:52,,Meditation
12/20/2020 13:49:14,1:12:56,,Meditation
12/19/2020 07:39:12,1:7:46,,Meditation
12/18/2020 09:36:01,1:7:39,,Meditation
12/17/2020 22:41:55,1:1:54,,Meditation
12/16/2020 22:45:21,1:11:24,,Meditation
12/15/2020 08:44:01,1:10:27,,Meditation
12/14/2020 08:58:44,1:7:55,,Meditation
12/13/2020 23:58:15,0:19:23,,Meditation
12/12/2020 21:50:51,1:11:23,,Meditation
12/12/2020 18:08:47,0:15:49,,Meditation
12/11/2020 10:48:58,1:11:20,,Meditation
12/10/2020 10:54:27,2:20:0,,Meditation
12/09/2020 07:13:09,1:1:31,,Meditation
12/08/2020 12:40:17,1:0:8,,Meditation
12/07/2020 23:59:17,1:11:14,,Meditation
12/07/2020 11:47:53,0:48:48,,Meditation
12/06/2020 05:43:37,0:34:35,,Meditation
12/05/2020 09:45:52,1:13:57,,Meditation
12/05/2020 01:01:06,2:20:0,,Meditation
12/04/2020 07:12:59,1:10:37,,Meditation
12/03/2020 08:31:23,1:14:43,,Meditation
12/02/2020 09:45:44,1:11:9,,Meditation
12/01/2020 07:04:41,1:11:37,,Meditation
11/30/2020 12:46:05,1:10:38,,Meditation
11/29/2020 09:43:22,1:16:24,,Meditation
11/28/2020 19:11:15,1:1:51,,Meditation
11/27/2020 16:18:56,1:8:37,,Meditation
11/26/2020 06:36:44,1:10:0,,Meditation
11/25/2020 07:51:59,1:10:0,,Meditation
11/24/2020 06:43:45,1:3:7,,Meditation
11/23/2020 07:34:47,1:10:0,,Meditation
11/22/2020 14:18:48,0:56:21,,Meditation
11/21/2020 11:54:47,1:10:0,,Meditation
11/20/2020 14:31:48,1:4:19,,Meditation
11/19/2020 10:05:11,1:15:40,,Meditation
11/18/2020 07:56:38,1:10:0,,Meditation
11/17/2020 12:39:20,1:10:0,,Meditation
11/16/2020 23:58:59,1:10:0,,Meditation
11/16/2020 18:40:21,0:35:37,,Meditation
11/15/2020 15:46:54,0:10:1,,Meditation
11/14/2020 07:27:20,1:2:5,,Meditation
11/13/2020 08:11:35,1:6:33,,Meditation
11/12/2020 01:03:28,1:10:0,,Meditation
11/11/2020 09:01:36,1:11:50,,Meditation
11/10/2020 07:23:08,1:0:2,,Meditation
11/09/2020 09:49:28,1:11:45,,Meditation
11/08/2020 09:40:17,1:0:29,,Meditation
11/07/2020 18:53:05,1:19:14,,Meditation
11/06/2020 07:13:27,1:4:47,,Meditation
11/05/2020 09:32:06,1:13:15,,Meditation
11/04/2020 10:32:02,1:11:30,,Meditation
11/03/2020 08:39:11,1:16:45,,Meditation
11/02/2020 20:28:23,1:18:23,,Meditation
11/01/2020 21:05:54,1:10:0,,Meditation
10/31/2020 19:34:57,0:1:34,,Meditation
10/30/2020 01:03:56,0:28:11,,Meditation
10/29/2020 06:15:36,0:58:1,,Meditation
10/28/2020 07:11:13,1:15:38,,Meditation
10/27/2020 07:56:33,1:13:12,,Meditation
10/26/2020 06:48:39,1:8:27,,Meditation
10/25/2020 13:10:13,1:11:14,,Meditation
10/24/2020 11:27:33,1:0:2,,Meditation
10/23/2020 05:06:25,1:11:52,,Meditation
10/22/2020 18:40:13,1:10:0,,Meditation
10/22/2020 16:10:32,0:18:1,,Meditation
10/21/2020 09:17:36,1:10:0,,Meditation
10/20/2020 08:34:16,1:11:1,,Meditation
10/19/2020 18:42:22,0:44:25,,Meditation
10/18/2020 12:10:35,0:45:52,,Meditation
10/18/2020 09:54:58,0:22:26,,Meditation
10/17/2020 08:27:33,1:3:30,,Meditation
10/16/2020 09:23:37,1:10:13,,Meditation
10/15/2020 06:51:37,0:52:20,,Meditation
10/14/2020 08:48:13,0:31:15,,Meditation
10/14/2020 06:03:20,0:28:57,,Meditation
10/13/2020 06:40:47,1:11:4,,Meditation
10/12/2020 05:24:22,1:10:0,,Meditation
10/11/2020 14:07:51,1:1:13,,Meditation
10/10/2020 10:29:40,1:17:6,,Meditation
10/09/2020 06:33:08,1:10:0,,Meditation
10/08/2020 08:19:46,1:10:0,,Meditation
10/07/2020 21:13:09,1:9:0,,Meditation
10/07/2020 08:06:09,0:58:1,,Meditation
10/06/2020 15:35:59,1:10:0,,Meditation
10/06/2020 11:58:15,0:33:21,,Meditation
10/05/2020 16:23:52,1:10:0,,Meditation
10/04/2020 10:15:50,1:3:23,,Meditation
10/03/2020 09:51:48,1:3:50,,Meditation
10/02/2020 07:38:22,0:48:33,,Meditation
10/01/2020 06:29:57,1:19:5,,Meditation
09/30/2020 07:11:55,1:12:41,,Meditation
09/29/2020 19:33:34,1:10:0,,Meditation
09/28/2020 09:02:00,1:11:24,,Meditation
09/27/2020 20:11:00,1:10:0,,Meditation
09/27/2020 09:36:12,0:43:14,,Meditation
09/26/2020 03:26:09,1:1:41,,Meditation
09/25/2020 18:35:41,1:4:20,,Meditation
09/24/2020 06:49:30,0:52:44,,Meditation
09/23/2020 07:11:59,0:30:17,,Meditation
09/22/2020 19:26:04,1:14:48,,Meditation
09/22/2020 06:25:24,1:6:20,,Meditation
09/21/2020 06:58:32,1:15:7,,Meditation
09/20/2020 21:35:56,1:7:17,,Meditation
09/20/2020 09:03:10,1:2:16,,Meditation
09/19/2020 07:03:51,1:22:15,,Meditation
09/18/2020 07:22:34,1:11:41,,Meditation
09/17/2020 02:30:12,1:10:47,,Meditation
09/16/2020 08:49:55,1:11:9,,Meditation
09/15/2020 17:20:17,1:0:0,,Meditation
09/15/2020 06:09:18,0:40:56,,Meditation
09/14/2020 08:39:17,1:10:0,,Meditation
09/13/2020 07:12:51,1:12:9,,Meditation
09/12/2020 08:18:14,0:55:1,,Meditation
09/11/2020 04:22:49,1:10:0,,Meditation
09/10/2020 08:18:30,1:17:28,,Meditation
09/09/2020 18:07:27,1:10:25,,Meditation
09/09/2020 08:07:59,1:11:39,,Meditation
09/08/2020 08:20:47,1:11:25,,Meditation
09/07/2020 22:45:09,1:3:51,,Meditation
09/06/2020 10:33:13,1:10:0,,Meditation
09/06/2020 10:15:57,0:10:0,,Meditation
09/05/2020 11:30:19,0:46:58,,Meditation
09/05/2020 11:25:47,1:10:0,,Meditation
09/04/2020 06:47:00,1:13:26,,Meditation
09/03/2020 10:25:37,1:11:14,,Meditation
09/02/2020 06:28:19,1:0:58,,Meditation
09/01/2020 20:02:43,1:18:35,,Meditation
09/01/2020 08:16:35,1:10:0,,Meditation
08/31/2020 06:39:10,1:11:39,,Meditation
08/30/2020 20:45:59,1:13:54,,Meditation
08/29/2020 07:04:16,1:13:0,,Meditation
08/28/2020 05:39:22,1:7:3,,Meditation
08/27/2020 07:15:59,1:11:12,,Meditation
08/26/2020 20:04:12,1:14:52,,Meditation
08/26/2020 03:20:33,1:13:22,,Meditation
08/25/2020 15:48:22,1:11:10,,Meditation
08/25/2020 06:54:30,1:11:19,,Meditation
08/24/2020 06:31:30,1:11:48,,Meditation
08/23/2020 09:14:18,1:14:16,,Meditation
08/22/2020 23:03:20,0:10:1,,Meditation
08/21/2020 09:57:37,0:16:47,,Meditation
08/20/2020 06:51:23,1:12:3,,Meditation
08/19/2020 09:21:04,0:45:28,,Meditation
08/18/2020 05:32:43,1:1:24,,Meditation
08/17/2020 18:22:35,0:11:50,,Meditation
08/16/2020 23:17:16,1:0:50,,Meditation
08/16/2020 07:15:59,1:10:29,,Meditation
08/15/2020 06:55:23,1:1:2,,Meditation
08/14/2020 10:13:20,1:11:41,,Meditation
08/13/2020 12:05:50,1:10:27,,Meditation
08/12/2020 07:21:14,1:0:1,,Meditation
08/11/2020 09:34:55,1:10:35,,Meditation
08/10/2020 22:05:49,1:0:39,,Meditation
08/09/2020 05:34:56,1:10:40,,Meditation
08/08/2020 00:46:54,1:10:0,,Meditation
08/07/2020 07:05:33,1:10:0,,Meditation
08/06/2020 09:06:41,1:1:0,,Meditation
08/06/2020 01:13:40,0:42:12,,Meditation
08/05/2020 08:24:02,1:11:31,,Meditation
08/04/2020 15:08:08,0:41:43,,Meditation
08/03/2020 11:05:26,1:11:52,,Meditation
08/02/2020 21:10:08,1:14:40,,Meditation
08/01/2020 10:42:47,1:11:7,,Meditation
07/31/2020 11:10:05,1:10:0,,Meditation
07/30/2020 12:46:48,1:14:13,,Meditation
07/29/2020 07:43:53,1:14:44,,Meditation
07/28/2020 09:25:00,1:8:4,,Meditation
07/27/2020 21:33:20,1:14:47,,Meditation
07/27/2020 09:42:22,1:12:27,,Meditation
07/26/2020 22:47:29,1:20:0,,Meditation
07/26/2020 11:16:13,1:16:21,,Meditation
07/25/2020 14:03:23,0:30:48,,Meditation
07/24/2020 12:40:52,1:12:1,,Meditation
07/23/2020 11:27:00,1:10:27,,Meditation
07/22/2020 10:30:00,1:11:53,,Meditation
07/21/2020 14:31:57,1:10:0,,Meditation
07/21/2020 08:38:51,1:0:7,,Meditation
07/20/2020 09:43:29,1:10:52,,Meditation
07/19/2020 23:33:32,1:19:38,,Meditation
07/18/2020 06:35:59,0:40:46,,Meditation
07/17/2020 10:18:34,1:12:40,,Meditation
07/16/2020 11:23:38,1:10:25,,Meditation
07/15/2020 11:29:46,1:3:13,,Meditation
07/14/2020 13:57:20,0:35:0,,Meditation
07/13/2020 09:36:01,1:2:31,,Meditation
07/12/2020 10:30:39,1:13:26,,Meditation
07/11/2020 17:31:30,1:10:22,,Meditation
07/11/2020 02:26:55,1:3:37,,Meditation
07/10/2020 10:23:05,1:1:51,,Meditation
07/09/2020 10:36:54,1:19:34,,Meditation
07/08/2020 09:54:04,0:53:14,,Meditation
07/07/2020 19:21:03,1:42:7,,Meditation
07/07/2020 00:58:26,1:10:0,,Meditation
07/06/2020 09:15:48,1:11:38,,Meditation
07/05/2020 16:30:59,1:22:48,,Meditation
07/04/2020 08:06:56,1:10:0,,Meditation
07/03/2020 23:05:14,1:10:0,,Meditation
07/02/2020 19:59:30,1:17:36,,Meditation
07/01/2020 09:50:11,0:39:19,,Meditation
06/30/2020 07:16:42,1:10:35,,Meditation
06/30/2020 01:05:55,0:35:48,,Meditation
06/29/2020 09:49:42,1:0:20,,Meditation
06/28/2020 11:53:48,1:17:44,,Meditation
06/27/2020 10:26:00,0:52:29,,Meditation
06/27/2020 04:04:42,0:38:29,,Meditation
06/26/2020 09:45:54,1:13:22,,Meditation
06/25/2020 01:44:15,1:0:58,,Meditation
06/24/2020 14:20:53,1:10:0,,Meditation
06/23/2020 12:16:58,1:12:28,,Meditation
06/22/2020 12:10:00,1:13:16,,Meditation
06/22/2020 03:11:16,0:44:1,,Meditation
06/21/2020 10:20:08,0:39:4,,Meditation
06/20/2020 12:32:01,1:20:34,,Meditation
06/19/2020 10:11:16,1:0:12,,Meditation
06/18/2020 08:15:27,1:10:0,,Meditation
06/17/2020 09:39:00,1:0:51,,Meditation
06/16/2020 05:06:05,1:12:40,,Meditation
06/15/2020 09:31:14,1:17:10,,Meditation
06/14/2020 11:35:11,1:18:35,,Meditation
06/13/2020 10:25:25,1:16:11,,Meditation
06/12/2020 11:21:28,1:22:4,,Meditation
06/11/2020 08:07:10,1:0:59,,Meditation
06/10/2020 07:02:44,1:11:39,,Meditation
06/09/2020 21:08:53,0:18:49,,Meditation
